id,train_id,timestamp,current_station,next_station,status,speed_kmph,position_m,delayed_minutes,actual_arrival,actual_departure,eta,etd,train_no,from_code,to_code
"42","2","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","2","1","enroute","49.24","283.66","0","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 14:41:34 GMT+0530 (India Standard Time)","Fri Sep 19 2025 14:56:14 GMT+0530 (India Standard Time)","null","FRT7890","AII","JP"
"43","1","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","3","1","enroute","90.51","19165.34","0","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 14:16:16 GMT+0530 (India Standard Time)","Fri Sep 19 2025 15:09:10 GMT+0530 (India Standard Time)","null","12986","NDLS","JP"
"44","1","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","3","1","enroute","69.64","243214.29","0","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 10:48:27 GMT+0530 (India Standard Time)","Fri Sep 19 2025 15:20:09 GMT+0530 (India Standard Time)","null","12986","NDLS","JP"
"45","2","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","3","1","enroute","112.94","55462.22","0","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 12:34:37 GMT+0530 (India Standard Time)","Fri Sep 19 2025 16:34:04 GMT+0530 (India Standard Time)","null","FRT7890","NDLS","JP"
"46","1","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","2","1","enroute","77.82","52949.58","0","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 11:14:38 GMT+0530 (India Standard Time)","Fri Sep 19 2025 17:42:42 GMT+0530 (India Standard Time)","null","12986","AII","JP"
"47","1","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","3","1","enroute","40.97","46839.39","0","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 11:59:36 GMT+0530 (India Standard Time)","Fri Sep 19 2025 16:29:56 GMT+0530 (India Standard Time)","null","12986","NDLS","JP"
"48","2","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","2","1","enroute","57.34","15480.35","0","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 10:28:56 GMT+0530 (India Standard Time)","Fri Sep 19 2025 18:53:01 GMT+0530 (India Standard Time)","null","FRT7890","AII","JP"
"49","1","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","3","1","enroute","59.40","41988.53","0","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 12:05:25 GMT+0530 (India Standard Time)","Fri Sep 19 2025 16:50:19 GMT+0530 (India Standard Time)","null","12986","NDLS","JP"
"50","1","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","3","1","enroute","90.44","137488.88","0","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 11:35:39 GMT+0530 (India Standard Time)","Fri Sep 19 2025 16:31:16 GMT+0530 (India Standard Time)","null","12986","NDLS","JP"
"51","1","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","2","1","enroute","69.09","96151.47","0","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 12:29:51 GMT+0530 (India Standard Time)","Fri Sep 19 2025 15:44:47 GMT+0530 (India Standard Time)","null","12986","AII","JP"
"52","2","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","3","1","enroute","100.16","84086.17","0","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 13:47:48 GMT+0530 (India Standard Time)","Fri Sep 19 2025 14:59:58 GMT+0530 (India Standard Time)","null","FRT7890","NDLS","JP"
"53","2","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","3","1","enroute","116.28","26864.47","0","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 14:07:45 GMT+0530 (India Standard Time)","Fri Sep 19 2025 15:16:32 GMT+0530 (India Standard Time)","null","FRT7890","NDLS","JP"
"54","1","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","2","1","enroute","43.37","97433.84","0","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 12:09:25 GMT+0530 (India Standard Time)","Fri Sep 19 2025 15:13:55 GMT+0530 (India Standard Time)","null","12986","AII","JP"
"55","1","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","2","1","enroute","54.32","36513.60","0","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 14:00:37 GMT+0530 (India Standard Time)","Fri Sep 19 2025 14:57:12 GMT+0530 (India Standard Time)","null","12986","AII","JP"
"56","1","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","2","1","enroute","97.56","40685.64","0","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 13:12:07 GMT+0530 (India Standard Time)","Fri Sep 19 2025 16:01:00 GMT+0530 (India Standard Time)","null","12986","AII","JP"
"57","2","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","3","1","enroute","40.58","527.44","15","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 14:06:53 GMT+0530 (India Standard Time)","Fri Sep 19 2025 15:45:29 GMT+0530 (India Standard Time)","null","FRT7890","NDLS","JP"
"58","2","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","2","1","enroute","58.57","204075.68","0","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 09:43:26 GMT+0530 (India Standard Time)","Fri Sep 19 2025 16:25:40 GMT+0530 (India Standard Time)","null","FRT7890","AII","JP"
"59","1","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","3","1","enroute","114.18","51426.83","0","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 14:07:37 GMT+0530 (India Standard Time)","Fri Sep 19 2025 15:03:31 GMT+0530 (India Standard Time)","null","12986","NDLS","JP"
"60","1","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","3","1","enroute","70.93","166246.48","27","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 11:31:31 GMT+0530 (India Standard Time)","Fri Sep 19 2025 16:12:59 GMT+0530 (India Standard Time)","null","12986","NDLS","JP"
"61","1","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","2","1","enroute","89.16","37527.82","0","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 14:04:31 GMT+0530 (India Standard Time)","Fri Sep 19 2025 15:08:22 GMT+0530 (India Standard Time)","null","12986","AII","JP"
"62","1","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","3","1","enroute","65.46","11511.93","0","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 13:47:47 GMT+0530 (India Standard Time)","Fri Sep 19 2025 15:39:49 GMT+0530 (India Standard Time)","null","12986","NDLS","JP"
"63","1","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","3","1","enroute","64.14","13375.60","22","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 14:54:52 GMT+0530 (India Standard Time)","Fri Sep 19 2025 14:52:45 GMT+0530 (India Standard Time)","null","12986","NDLS","JP"
"64","2","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","2","1","enroute","111.23","1540.36","0","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 14:39:10 GMT+0530 (India Standard Time)","Fri Sep 19 2025 14:58:09 GMT+0530 (India Standard Time)","null","FRT7890","AII","JP"
"65","2","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","3","1","enroute","102.41","33841.97","0","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 14:28:03 GMT+0530 (India Standard Time)","Fri Sep 19 2025 14:50:16 GMT+0530 (India Standard Time)","null","FRT7890","NDLS","JP"
"66","1","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","3","1","enroute","45.32","67306.20","0","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 11:39:54 GMT+0530 (India Standard Time)","Fri Sep 19 2025 16:29:09 GMT+0530 (India Standard Time)","null","12986","NDLS","JP"
"67","2","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","3","1","enroute","74.68","1737.20","0","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 14:44:35 GMT+0530 (India Standard Time)","Fri Sep 19 2025 14:52:10 GMT+0530 (India Standard Time)","null","FRT7890","NDLS","JP"
"68","1","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","2","1","enroute","64.72","51833.68","0","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 12:54:13 GMT+0530 (India Standard Time)","Fri Sep 19 2025 15:55:52 GMT+0530 (India Standard Time)","null","12986","AII","JP"
"69","2","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","2","1","enroute","112.33","5947.53","0","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 13:06:29 GMT+0530 (India Standard Time)","Fri Sep 19 2025 16:28:29 GMT+0530 (India Standard Time)","null","FRT7890","AII","JP"
"70","1","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","3","1","enroute","93.48","264992.18","0","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 11:38:56 GMT+0530 (India Standard Time)","Fri Sep 19 2025 15:09:08 GMT+0530 (India Standard Time)","null","12986","NDLS","JP"
"71","2","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","2","1","enroute","62.40","132085.98","0","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 11:54:56 GMT+0530 (India Standard Time)","Fri Sep 19 2025 15:36:12 GMT+0530 (India Standard Time)","null","FRT7890","AII","JP"
"72","2","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","2","1","enroute","61.97","106565.78","0","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 12:17:46 GMT+0530 (India Standard Time)","Fri Sep 19 2025 15:37:11 GMT+0530 (India Standard Time)","null","FRT7890","AII","JP"
"73","1","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","3","1","enroute","75.63","2492.50","0","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 14:41:03 GMT+0530 (India Standard Time)","Fri Sep 19 2025 14:55:07 GMT+0530 (India Standard Time)","null","12986","NDLS","JP"
"74","2","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","3","1","enroute","66.33","172647.26","0","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 11:19:45 GMT+0530 (India Standard Time)","Fri Sep 19 2025 15:42:13 GMT+0530 (India Standard Time)","null","FRT7890","NDLS","JP"
"75","1","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","2","1","enroute","60.27","151425.26","24","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 12:27:14 GMT+0530 (India Standard Time)","Fri Sep 19 2025 15:04:09 GMT+0530 (India Standard Time)","null","12986","AII","JP"
"76","1","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","2","1","enroute","46.35","115955.48","0","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 10:17:39 GMT+0530 (India Standard Time)","Fri Sep 19 2025 16:50:24 GMT+0530 (India Standard Time)","null","12986","AII","JP"
"77","1","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","3","1","enroute","77.98","37.98","0","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 14:38:17 GMT+0530 (India Standard Time)","Fri Sep 19 2025 14:59:50 GMT+0530 (India Standard Time)","null","12986","NDLS","JP"
"78","1","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","3","1","enroute","97.16","18773.45","0","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 13:20:42 GMT+0530 (India Standard Time)","Fri Sep 19 2025 16:05:51 GMT+0530 (India Standard Time)","null","12986","NDLS","JP"
"79","2","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","2","1","enroute","67.41","1441.48","0","Fri Sep 19 2025 14:49:04 GMT+0530 (India Standard Time)","Fri Sep 19 2025 14:04:27 GMT+0530 (India Standard Time)","Fri Sep 19 2025 15:32:24 GMT+0530 (India Standard Time)","null","FRT7890","AII","JP"
